Project,Inspection Id,Location,Date Raised,Inspected By,Inspecton Type,Raised By,Issue To,Fixed By Date,Cost Attribute,Status,Description,Note,Cost Impact,Cost Impact Price
Duo,12691439352136,Level 04 > Apartments > 3.13,12/08/2015,gdang,Defect,Builder,Creative Plastering Group (Yi Xu),13/08/2015,None,Open,Fire rate pipe,,,None,0.00
Duo,12691439352373,Level 04 > Apartments > 3.12,12/08/2015,gdang,Defect,Builder,Creative Plastering Group (Yi Xu),13/08/2015,None,Open,Fire rate pipe,,,None,0.00
Duo,12691439352457,Level 04 > Apartments > 3.11,12/08/2015,gdang,Defect,Builder,Creative Plastering Group (Yi Xu),13/08/2015,None,Open,Fire rate pipe,,,None,0.00
Duo,12691439352576,Level 04 > Apartments > 3.10,12/08/2015,gdang,Defect,Builder,Creative Plastering Group (Yi Xu),13/08/2015,None,Open,Fire rate pipe,,,None,0.00
Duo,12691439762004,Level 04 > Apartments > 3.09,17/08/2015,gdang,Defect,Builder,Creative Plastering Group (Yi Xu),18/08/2015,None,Open,Fire rate,,,None,0.00
Duo,12691439762100,Level 04 > Apartments > 3.10,17/08/2015,gdang,Defect,Builder,Creative Plastering Group (Yi Xu),18/08/2015,None,Open,Fire rate,,,None,0.00
Duo,12691439762204,Level 04 > Apartments > 3.08,17/08/2015,gdang,Defect,Builder,Creative Plastering Group (Yi Xu),18/08/2015,None,Open,Fire rate,,,None,0.00
Duo,12691439762380,Level 04 > Apartments > 3.03,17/08/2015,gdang,Defect,Builder,Creative Plastering Group (Yi Xu),18/08/2015,None,Open,Fire rate,,,None,0.00
Duo,12691439762629,Level 05 > Apartments > 5.06,17/08/2015,gdang,Defect,Builder,Creative Plastering Group (Yi Xu),18/08/2015,None,Open,Fire rate,,,None,0.00
