Project,Inspection Id,Location,Date Raised,Inspected By,Inspecton Type,Raised By,Issue To,Fixed By Date,Cost Attribute,Status,Description,Note,Cost Impact,Cost Impact Price
Maintenance & Warranty,7841,BERKELEY TOWERS - DONCASTER > Berkeley Towers > Apt 401 Stage 1,22/11/2013,msartorello,Warranty,Client,ABD,06/02/2014,None,Open,Water leak over bathroom ceiling,,,None,0.00
Maintenance & Warranty,7842,BERKELEY TOWERS - DONCASTER > Berkeley Towers > Apt 206 Stage 2,16/01/2014,msartorello,Warranty,Client,ABD,06/02/2014,None,Open,Recurring water leak. Water marks found in the ceiling.,,,None,0.00
Maintenance & Warranty,7843,BERKELEY TOWERS - DONCASTER > Berkeley Towers > Apt 207 Stage 2,22/11/2013,msartorello,Warranty,Client,ABD,06/02/2014,None,Open,Leaks showing up any many areas Leaks could be from Balcony 215 over balustrade,,,None,0.00
Maintenance & Warranty,7844,BERKELEY TOWERS - DONCASTER > Berkeley Towers > Apt 208 Stage 2,22/11/2013,msartorello,Warranty,Client,ABD,06/02/2014,None,Open,Leak Showing up in bedrooms seems to be coming from balconies above,,,None,0.00
Maintenance & Warranty,7845,BERKELEY TOWERS - DONCASTER > Berkeley Towers > Apt 309 Stage 2,22/11/2013,msartorello,Warranty,Client,ABD,06/02/2014,None,Open,Roof is aparentely leaking - to be inspected (Went back with lou on the 14/12 confimred leaks),,,None,0.00
Maintenance & Warranty,7846,BERKELEY TOWERS - DONCASTER > Berkeley Towers > Apt G5 Stage 2,22/11/2013,msartorello,Warranty,Client,ABD,16/12/2013,None,Open,"Crack to balcony soffit with efflorescence, water leak in shower screen",,,None,0.00
Maintenance & Warranty,7847,BERKELEY TOWERS - DONCASTER > Berkeley Towers > Apt G10 Stage 2,22/11/2013,msartorello,Warranty,Client,ABD,06/02/2014,None,Open,"Balcony power point needs fixing (if not installed, one must be)",,,None,0.00
Maintenance & Warranty,7848,BERKELEY TOWERS - DONCASTER > Berkeley Towers > Apt 104 Stage 2,22/11/2013,msartorello,Warranty,Client,ABD,06/02/2014,None,Open,Mould located around windows,,,None,0.00
Maintenance & Warranty,7849,BERKELEY TOWERS - DONCASTER > Berkeley Towers > Apt 105 Stage 2,10/12/2013,msartorello,Warranty,Client,ABD,06/02/2014,None,Open,Report of mould and dampness. Inspection required,,,None,0.00
Maintenance & Warranty,7850,BERKELEY TOWERS - DONCASTER > Berkeley Towers > Apt 114 Stage 2,10/12/2013,msartorello,Warranty,Client,ABD,16/12/2013,None,Open,"Report of mould and dampness. Inspection required.  TD FOUND water entering from subseal, water entering from slab and panel, water entering top of window seal through blind clips. Carpet need replacing and painting required",,,None,0.00
Maintenance & Warranty,7851,BERKELEY TOWERS - DONCASTER > Berkeley Towers > Apt 312 Stage 2,22/11/2013,msartorello,Warranty,Client,ABD,06/02/2014,None,Open,Roof consitantley makes noises (movements),,,None,0.00
Maintenance & Warranty,7852,BERKELEY TOWERS - DONCASTER > Berkeley Towers > Common Area,22/11/2013,msartorello,Warranty,Client,ABD,06/02/2014,None,Open,"HWS circulation pump inappropriate (greg salter to advise) Front signage to be installed. Wall outside 304 & 301 needs painting. Lower carpark lobby wall, adjacent to lift needs paint. Stage 2 entrance pipe missing and needs paint",,,None,0.00
Maintenance & Warranty,7853,BERKELEY TOWERS - DONCASTER > Berkeley Towers > Apt G12,15/01/2014,msartorello,Warranty,Client,ABD,06/02/2014,None,Open,Light in study nook is not working,,,None,0.00
Maintenance & Warranty,7858,ST KILDA POST OFFICE > St Kilda Post Office > Apt 406,15/01/2014,msartorello,Warranty,Client,ABD,06/02/2014,None,Open,Water leakage in kitchen tap,,,None,0.00
Maintenance & Warranty,7859,ST KILDA POST OFFICE > St Kilda Post Office > Apt 211,25/10/2013,msartorello,Warranty,Client,ABD,06/02/2014,None,Open,Apt Celling in living area and kitchen area needs to be sanded and re painted. Bathroom drawer to be replaced. Freezer door to be fixed with longer screws.,,,None,0.00
Maintenance & Warranty,7860,ST KILDA POST OFFICE > St Kilda Post Office > Apt 111,22/11/2013,msartorello,Warranty,Client,ABD,06/02/2014,None,Open,Joinery in kitchen to be adjusted. Wall in bedroom requires a sand and paint Cleaning of balcony including silicone removal. Mirror seperating from wall in bathroom. Bathroom ventilation needs to be inspected by Coldflow - not working (REFER REPORT),,,None,0.00
Maintenance & Warranty,7861,ST KILDA POST OFFICE > St Kilda Post Office > Apt 203,11/11/2013,msartorello,Warranty,Client,ABD,06/02/2014,None,Open,"Chip on side of cupboard near rangehood (hard to close). Paint touch ups required (refer to defects list) Kitchen sink has rust spots in the corners, Toilet roll holder is loose. Toilet needs adjusting as its on angle. Bathroom tiles are marked",,,None,0.00
Maintenance & Warranty,7862,ST KILDA POST OFFICE > St Kilda Post Office > Apt 405,28/11/2013,msartorello,Warranty,Client,ABD,06/02/2014,None,Open,Light in bathroom doesn’t work. Problem with rangehood,,,None,0.00
Maintenance & Warranty,7863,ST KILDA POST OFFICE > St Kilda Post Office > Apt 407,17/12/2013,msartorello,Warranty,Client,ABD,06/02/2014,None,Open,"Storage cage flooded, needs to be rectified. Rangehood light will not turn off.",,,None,0.00
Maintenance & Warranty,7864,ST KILDA POST OFFICE > St Kilda Post Office > Apt 302,18/12/2013,msartorello,Warranty,Client,ABD,06/02/2014,None,Open,Oven has stopped working. Intercom doesn’t works also,,,None,0.00
Maintenance & Warranty,7865,ST KILDA POST OFFICE > St Kilda Post Office > Apt 206,15/01/2014,msartorello,Warranty,Client,ABD,06/02/2014,None,Open,No water pipe connection to dish washer,,,None,0.00
Maintenance & Warranty,7866,ST KILDA POST OFFICE > St Kilda Post Office > Apt 113,15/01/2014,msartorello,Warranty,Client,ABD,06/02/2014,None,Open,No switch for the air conditioner,,,None,0.00
Maintenance & Warranty,7867,ST KILDA POST OFFICE > St Kilda Post Office > TENANCY,15/01/2014,msartorello,Warranty,Client,ABD,06/02/2014,None,Open,Structural problems in the ceiling & water leak found in the wall (they may have caused),,,None,0.00
Maintenance & Warranty,7868,ST KILDA POST OFFICE > St Kilda Post Office > Apt 106,22/01/2014,msartorello,Warranty,Client,ABD,06/02/2014,None,Open,Rangehood lights will not turn off,,,None,0.00
Maintenance & Warranty,7870,CLAIRE APARTMENTS > Claire Apartments,02/12/2013,msartorello,Warranty,Client,ABD,06/02/2014,None,Open,"Aircon not working, water condensation leaking onto carpet",,,None,0.00
Maintenance & Warranty,7871,CLAIRE APARTMENTS > Claire Apartments,17/01/2014,msartorello,Warranty,Client,ABD,06/02/2014,None,Open,Damages to neighbour property during construction stage.,,,None,0.00
Maintenance & Warranty,7872,CLAIRE APARTMENTS > Claire Apartments,22/01/2014,msartorello,Warranty,Client,ABD,06/02/2014,None,Open,Front door is hard to close and hitting the floor boards,,,None,0.00
Maintenance & Warranty,7873,UNIVERSITY HILL - BUNDOORA > University Hill Bundoora > 46 Chancellor Ave,25/11/2013,msartorello,Warranty,Client,ABD,06/02/2014,None,Open,"Water seepage damage outside the front door on ground floor. Re-plaster and paint work neeed, once the leak is fixed.",,,None,0.00
Maintenance & Warranty,7874,UNIVERSITY HILL - BUNDOORA > University Hill Bundoora > Lochmore,06/01/2014,msartorello,Warranty,Client,ABD,06/02/2014,None,Open,See photos,,,None,0.00
Maintenance & Warranty,7875,UNIVERSITY HILL - BUNDOORA > University Hill Bundoora > 7 Varsity Walk,15/01/2014,msartorello,Warranty,Client,ABD,06/02/2014,None,Open,Large crack has appeared in the upstairs west outside wall of the house.,,,None,0.00
Maintenance & Warranty,7876,85 HARRICKS ROAD KEILOR EAST > 2/85 Harricks Rd Keilor East,01/11/2013,msartorello,Warranty,Client,ABD,06/02/2014,None,Open,Water damage to ceiling. Water has collapsed several ceiling tiles.,,,None,0.00
Maintenance & Warranty,7877,33 CUMBERLAND DRIVE MARIBYRNONG > Cumberland Drive > Apt 03,10/12/2013,msartorello,Warranty,Client,ABD,06/02/2014,None,Open,Balcony mesh not fixed/ complete correctly. Rusting. Refer to report taken,Jimmy has organized mesh to be replaced with glass ,,None,0.00
Maintenance & Warranty,7882,GLADSTONE > Gladstone,22/01/2014,msartorello,Warranty,Client,ABD,06/02/2014,None,Open,Leak in the lower car park where the tilt slab wall meets the concrete ramp. Also drains to not drain properly which floods one of the suites,,,None,0.00
Maintenance & Warranty,7841395812740,BANBURY VILLAGE > Banbury Place Heritage Building C,26/03/2014,msartorello,Defect,Purchaser,NA,29/03/2014,None,Open,"Apartment 8c Pullout pantry , crack in wall uncover pantry , grout in shower and towel rail and French door stop bottom left patch with bog not filler and paint plus caulk side with a silicone based Saelant bedroom window seal patch and paint plus paint window",Saj to complete on Saturday the 29th canceled appointment waiting on a re booking date from owner   ,,None,0.00
Maintenance & Warranty,7841395812953,BANBURY VILLAGE > Banbury Place Heritage Building C,26/03/2014,msartorello,Warranty,Client,NA,04/04/2014,None,Open,Common area step cracking see photos below ,Supplier of staircase to repair repaired split need to return to sand and polish  ,,None,0.00
Maintenance & Warranty,7841398080337,BEACH ROAD SANDRINGHAM > Beach Road > Unit 19,08/04/2014,msartorello,Warranty,Purchaser,NA,29/04/2014,None,Open,Re appearing water leak in middle floor stair case ,Sealed all visible areas where water can penetrate on rear roof waiting on when it rains to see if leak has stopped before we patch and paint damaged ceiling will finalize end of week  ,,None,0.00
