Project,Inspection Id,Location,Date Raised,Inspected By,Inspecton Type,Raised By,Issue To,Fixed By Date,Cost Attribute,Status,Description,Note,Cost Impact,Cost Impact Price
Maintenance & Warranty,7692,BERKELEY TOWERS - DONCASTER > Berkeley Towers > Apt 217,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Roof consitantley makes noises (movements),,,None,0.00
Maintenance & Warranty,7693,BERKELEY TOWERS - DONCASTER > Berkeley Towers > Apt 312,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,"HWS circulation pump inappropriate (greg salter to advise) Front signage to be installed. Wall outside 304 & 301 needs painting. Lower carpark lobby wall, adjacent to lift needs paint. Stage 2 entrance pipe missing and needs paint",,,None,0.00
Maintenance & Warranty,7694,BERKELEY TOWERS - DONCASTER > Berkeley Towers > Common Area,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Water leaking from the ceiling in kitchen causing damage,,,None,0.00
Maintenance & Warranty,7695,LYGON STREET BRUNSWICK > Alessia Apts > Apt 201,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Reported noise coming from wall in bedroom when windy,,,None,0.00
Maintenance & Warranty,7696,LYGON STREET BRUNSWICK > Alessia Apts > Apt 301,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Plumber required. no constant hot water,,,None,0.00
Maintenance & Warranty,7697,LYGON STREET BRUNSWICK > Alessia Apts > Apt 407,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Broken clothes rail in wardrobe. Strong whilstling coming through apartment,,,None,0.00
Maintenance & Warranty,7698,LYGON STREET BRUNSWICK > Alessia Apts > Apt 501,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Leak to bedroom celling water coming from balcony. I haved had plumbers out to check on box gutter mite be leaking into bedroom and caulked around flashings could be water proofing,,,None,0.00
Maintenance & Warranty,7699,BEACH ROAD SANDRINGHAM > Beach Road > Unit 16,26/12/2013,msartorello,Warranty,Builder,ABD Group,01/02/2014,None,Open,Water leak middle floor near kitchen ,Been repaired twice getting trio plumbing out to inspect and possibly replace flashings ,,None,0.00
Maintenance & Warranty,7700,BEACH ROAD SANDRINGHAM > Beach Road > Unit 23,26/12/2013,msartorello,Warranty,Builder,ABD Group,01/02/2014,None,Open,Water entering through rear court yard ground floor ,,,None,0.00
Maintenance & Warranty,7701,BEACH ROAD SANDRINGHAM > Beach Road > Unit 07,26/12/2013,msartorello,Warranty,Builder,ABD Group,01/02/2014,None,Open,Water leak making carpet wet. Water is coming from right hand side of the room complete defect list that mick s has accepted and replace flooring in kitchen living area ,,,None,0.00
Maintenance & Warranty,7702,BEACH ROAD SANDRINGHAM > Beach Road > Unit 06,26/12/2013,msartorello,Warranty,Purchaser,ABD Group,01/02/2014,None,Closed,"Tap, rubbing door and blind reading a different signal ",,,None,0.00
Maintenance & Warranty,7703,BEACH ROAD SANDRINGHAM > Beach Road > Unit 15,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Ceiling in living room is bubbling and appears to be taking in water,,,None,0.00
Maintenance & Warranty,7704,BEACH ROAD SANDRINGHAM > Beach Road > Unit 29,26/12/2013,msartorello,Warranty,Builder,ABD Group,01/02/2014,None,Closed,???????,,,None,0.00
Maintenance & Warranty,7705,BEACH ROAD SANDRINGHAM > Beach Road > Unit 08,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Grouting ensuite and main bathroom. Carpet not pinned to floors in bedrooms Door to garden terrace rubbing. Plaster wall near entry is heavily dinted. Floating floor on entry has shrunk showing 10mm gap.,,,None,0.00
Maintenance & Warranty,7706,BEACH ROAD SANDRINGHAM > Beach Road > Unit 30,26/12/2013,msartorello,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Install roof access hatch as per plans ,Access hatch installed and a roof access ladder installed as well,,None,0.00
Maintenance & Warranty,7707,BEACH ROAD SANDRINGHAM > Beach Road > Unit 32,26/12/2013,msartorello,Warranty,Builder,ABD Group,01/02/2014,None,Open,Water leak in rear bedroom ground floor and extraction fans not working. Garage floor needs re sealing and front drive way pavers need raising ,"Water leak fixed and damage repaired fans have been replaced in bathroom and powder room. 
Remaining is garage floor re sealing and raise pavers ",,None,0.00
Maintenance & Warranty,7708,BEACH ROAD SANDRINGHAM > Beach Road > Unit 11,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Wall in living is bubbling. Ensuite toilet in living in running. Flooring outside main room is loose and lifting,,,None,0.00
Maintenance & Warranty,7709,BEACH ROAD SANDRINGHAM > Beach Road > Unit 05,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Crack in ceiling at top of stairs. Ceiling dampness and paint discoloring near ceiling crack. Mirror in 1st bathroom slipped off backing and smashed,,,None,0.00
Maintenance & Warranty,7710,BEACH ROAD SANDRINGHAM > Beach Road > Unit 13,26/12/2013,msartorello,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Water Leak from window Bathroom door wont close,,,None,0.00
Maintenance & Warranty,7711,ST KILDA POST OFFICE > St Kilda Post Office > Apt 101,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Water Leak from roof. Subby that completed roofing was Canterbury Roofing,,,None,0.00
Maintenance & Warranty,7712,ST KILDA POST OFFICE > St Kilda Post Office > Apt 114,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Shower has a leak and the bathroom door doesn't close,,,None,0.00
Maintenance & Warranty,7713,ST KILDA POST OFFICE > St Kilda Post Office > Apt 205,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Apt Celling in living area and kitchen area needs to be sanded and re painted. Bathroom drawer to be replaced. Freezer door to be fixed with longer screws.,,,None,0.00
Maintenance & Warranty,7714,ST KILDA POST OFFICE > St Kilda Post Office > Apt 211,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Incomplete painting to facade and exit door required signage,,,None,0.00
Maintenance & Warranty,7715,ST KILDA POST OFFICE > St Kilda Post Office > Tenancy 3,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Joinery in kitchen to be adjusted. Wall in bedroom requires a sand and paint Cleaning of balcony including silicone removal. Mirror seperating from wall in bathroom. Bathroom ventilation needs to be inspected by Coldflow - not working (REFER REPORT),,,None,0.00
Maintenance & Warranty,7716,ST KILDA POST OFFICE > St Kilda Post Office > Apt 111,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,"Chip on side of cupboard near rangehood (hard to close). Paint touch ups required (refer to defects list) Kitchen sink has rust spots in the corners, Toilet roll holder is loose. Toilet needs adjusting as its on angle. Bathroom tiles are marked",,,None,0.00
Maintenance & Warranty,7717,ST KILDA POST OFFICE > St Kilda Post Office > Apt 203,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Door to the ensuite does not shut properly. Needs fixing,,,None,0.00
Maintenance & Warranty,7718,ST KILDA POST OFFICE > St Kilda Post Office > Apt 401,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,"The fridge door rubs on the benchtop, marking the door. The desk in the study has no holes to thread the power leads through.",,,None,0.00
Maintenance & Warranty,7719,ST KILDA POST OFFICE > St Kilda Post Office > Apt 107,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Light in bathroom doesn't work. Problem with rangehood,,,None,0.00
Maintenance & Warranty,7720,ST KILDA POST OFFICE > St Kilda Post Office > Apt 405,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,"Storage cage flooded, needs to be rectified. Rangehood light will not turn off.",,,None,0.00
Maintenance & Warranty,7721,ST KILDA POST OFFICE > St Kilda Post Office > Apt 407,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Oven has stopped working. Intercom doesn't works also,,,None,0.00
Maintenance & Warranty,7722,ST KILDA POST OFFICE > St Kilda Post Office > Apt 302,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Back off factory precarste wall joint coming apart,,,None,0.00
Maintenance & Warranty,7723,LOT 87 - MCGREGORS DRIVE KEILOR PARK > Lot 87 McGregors Drive Keilor Park > Energetics,26/12/2013,msartorello,Warranty,Builder,ABD Group,01/02/2014,None,Open,Rear panel is opening up ,Will get apex to make and install metal plates to stop panels opening further ,,None,0.00
Maintenance & Warranty,7724,BARKLY STREET BRUNSWICK > Barkly Street > Apt 03,26/12/2013,msartorello,Warranty,Client,ABD Group,01/02/2014,None,Closed,Water leak from internal courtyard into apartment carpet has mould need to replace ,Leak fixed and carpet replaced ,,None,0.00
Maintenance & Warranty,7725,BARKLY STREET BRUNSWICK > Barkly Street > Apt 09,26/12/2013,msartorello,Warranty,Client,ABD Group,01/02/2014,None,Closed,Kitchen draw dose not close properly shower door dose not open / close properly ,Completed ,,None,0.00
Maintenance & Warranty,7726,CLAIRE APARTMENTS > Claire Apartments > Common Area,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Fire Doors do not close properly. Please speak to James to confirm other items,,,None,0.00
Maintenance & Warranty,7727,UNIVERSITY HILL - BUNDOORA > University Hill Bundoora > Bundoora,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,"Water seepage damage outside the front door on ground floor. Re-plaster and paint work neede, once the leak is fixed.",,,None,0.00
Maintenance & Warranty,7728,85 HARRICKS ROAD KEILOR EAST > 2/85 Harricks Rd Keilor East > Keilor East,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Water damage to ceiling. Water has collapsed several ceiling tiles.,,,None,0.00
Maintenance & Warranty,7729,33 CUMBERLAND DRIVE MARIBYRNONG > Cumberland Drive > Apt 03,26/12/2013,msartorello,Warranty,Builder,ABD Group,01/02/2014,None,Open,Balcony mesh not fixed/ complete correctly. Rusting. Refer to report taken,,,None,0.00
Maintenance & Warranty,7730,33 CUMBERLAND DRIVE MARIBYRNONG > Cumberland Drive > Common Area,26/12/2013,msartorello,Warranty,Builder,ABD Group,01/02/2014,None,Open,The western windows on the top floor leak when it rains,,,None,0.00
Maintenance & Warranty,7731,35 JETTY LANE MARIBYRNONG > Jetty Lane > Common Area,26/12/2013,msartorello,Warranty,Builder,ABD Group,01/02/2014,None,Open,Ground floor carpark has a leak in the center of the space,,,None,0.00
Maintenance & Warranty,7732,35 JETTY LANE MARIBYRNONG > Jetty Lane > Common Area,26/12/2013,msartorello,Warranty,Purchaser,ABD Group,01/02/2014,None,Open,The underside of the front balconies for level 1 and 2 need to be repainted. Bill has treated the balconies with a negative waterproof already.,Level one under side balcony is complete need to re book level two balcony ,,None,0.00
Maintenance & Warranty,7733,35 JETTY LANE MARIBYRNONG > Jetty Lane > Common Area,26/12/2013,msartorello,Warranty,Builder,ABD Group,07/05/2014,None,Open,Balcony mesh rusting. Needs to be fixed,,,None,0.00
Maintenance & Warranty,7734,BEACH ROAD SANDRINGHAM > Beach Road > Unit 23,26/09/2013,msartorello,Warranty,Client,DTS,31/12/2014,None,Open,Court yard in main bedroom water proofing has faild need tiler to get out to fix. Having hard time getting Tiler out,,,None,0.00
Maintenance & Warranty,7735,BEACH ROAD SANDRINGHAM > Beach Road > Unit 07,12/12/2013,msartorello,Warranty,Client,One Design > Easy > ABD,03/02/2014 > 03/02/2014 > 03/02/2014,None >  > ,Open > Open > Open,Water damage to floor boards to first floor in kitchen area. Owners to pick up board. Painting. Roof repairs. Incomplete Render. (REFER TO REPORT) (Booked to View on 3rd Feb ),,,None,0.00
Maintenance & Warranty,7736,BEACH ROAD SANDRINGHAM > Beach Road > Unit 06,27/11/2013,msartorello,Warranty,Client,ABD,20/02/2014,None,Open,Water leak making carpet wet. Water is coming from right hand side of the room,,,None,0.00
Maintenance & Warranty,7737,BEACH ROAD SANDRINGHAM > Beach Road > Unit 29,15/12/2013,msartorello,Warranty,Client,ABD,23/01/2014,None,Open,Ceiling in living room is bubbling and appears to be taking in water ( Booked in on Thursday 23rd  ),,,None,0.00
Maintenance & Warranty,7738,BEACH ROAD SANDRINGHAM > Beach Road > Unit 08,15/01/2014,msartorello,Warranty,Client,ABD,07/02/2014,None,Open,Doors to rooftop and storage room has been damaged due to water  Doors have expanded making them hard to close ( Not on ABD Group doors where tampered with. Will get a costing for replacement of doors ),,,None,0.00
Maintenance & Warranty,7739,BEACH ROAD SANDRINGHAM > Beach Road > Unit 30,23/01/2014,msartorello,Warranty,Client,ABD,20/02/2014,None,Open,Grouting ensuite and main bathroom. Carpet not pinned to floors in bedrooms Door to garden terrace rubbing. Plaster wall near entry is heavily dinted. Floating floor on entry has shrunk showing 10mm gap.,,,None,0.00
Maintenance & Warranty,7740,BEACH ROAD SANDRINGHAM > Beach Road > Unit 13,17/01/2014,msartorello,Warranty,Client,ABD,23/01/2014,None,Open,Crack in ceiling at top of stairs. Ceiling dampness and paint discoloring near ceiling crack. Mirror in 1st bathroom slipped off backing and smashed ( Booked in on the 23/01/2013 to complete works ),,,None,0.00
Maintenance & Warranty,7741,2A HIGH STREET NORTHCOTE > 2A High St Northcote > Unit 10,26/09/2013,msartorello,Warranty,Client,ABD,17/11/2013,None,Open,Balcony leak through floor tiles,,,None,0.00
Maintenance & Warranty,7742,2A HIGH STREET NORTHCOTE > 2A High St Northcote > Unit 08,10/11/2013,msartorello,Warranty,Client,ABD,28/11/2013,None,Open,Balcony leak through floor tiles,,,None,0.00
Maintenance & Warranty,7743,2A HIGH STREET NORTHCOTE > 2A High St Northcote > Unit 03,02/09/2013,msartorello,Warranty,Client,ABD,11/03/2014,None,Open,Balcony leak. Water is entering the ceiling cavity of Master bedroom (2nd Floor). Water is coming from 3rd floor.,,,None,0.00
Maintenance & Warranty,7744,2A HIGH STREET NORTHCOTE > 2A High St Northcote > Unit 04,04/12/2013,msartorello,Warranty,Client,ABD,01/03/2014,None,Open,Window in main bedroom ensuite above shower leaking from ceiling,,,None,0.00
Maintenance & Warranty,7745,122 HIGH STREET PRESTON > High St > Apt 10,07/01/2014,msartorello,Warranty,Purchaser,ABD,02/03/2014,None,Open,"We had somebody come to check on our split system a couple of weeks ago and it seemed to be working ok, but when we run it for a little while (10 minutes or so) it starts to drip water again. Can we arrange for somebody to come out again give it a thorough service? No rush, but we wanted to get in before it gets hot later in the month.

Also the external garage door has been playing up. Not sure if this is your domain but thought you might be able to pass that on to anyone that needs to know",,,None,0.00
Maintenance & Warranty,7746,122 HIGH STREET PRESTON > High St > Apt 19,09/01/2014,msartorello,Warranty,Client,ABD,03/03/2014,None,Open,Extraction fans in bathroom not working.,,,None,0.00
