Project,Inspection Id,Location,Date Raised,Inspected By,Inspecton Type,Raised By,Issue To,Fixed By Date,Cost Attribute,Status,Description,Note,Cost Impact,Cost Impact Price
Metro West,7831384484017,Level 07 > Common Areas > Stair A,15/11/2013,neriof,Defect,Builder,Champion (Dennis),16/11/2013,None,Closed,Lid to lift shaft A,Extra caulking and rectification works to make good.,,None,0.00
Metro West,7831385184011,Level 07 > Common Areas,23/11/2013,neriof,Defect,Builder,Violet Town (Warren),25/11/2013,None,Closed,Cutting out plate to panel 7p29 because it was to short and 7p53 due to rebate being to deep exceeding 35mm  shs angle bracket to high crane time lost 2 hours x 4men on a Saturday.,,,None,0.00
Metro West,7831392590640,Level 07 > 708 > Balcony,17/02/2014,neriof,Defect,Builder,Champion,21/02/2014,None,Closed,Cast in plate connection detail not fire rated to all spandrels panel on level 7.,,,None,0.00
Metro West,7831392760895,Level 07 > 714 > Balcony,19/02/2014,neriof,Defect,Builder,Violet Town,21/02/2014,None,Closed,Balustrade panel to be cut down to match,Structural service to fix,,None,0.00
Metro West,8021405985650,Level 07,22/07/2014,neriof,Defect,Builder,Easy Painting (Steve Bruni),24/07/2014,None,Closed,Clean all paint of hinges and hardware,,,None,0.00
Metro West,8021405985682,Level 07 > 701 > Entry,22/07/2014,neriof,Defect,Builder,Easy Painting (Steve Bruni),24/07/2014,None,Closed,Touch up paint at entrance,,,None,0.00
Metro West,8021405985704,Level 07 > 701 > Kitchen,22/07/2014,neriof,Defect,Builder,Gosa (Colin),24/07/2014,None,Closed,Adjust drawers,,,None,0.00
Metro West,8021405985741,Level 07 > 701 > Kitchen,22/07/2014,neriof,Defect,Builder,Easy Painting (Steve Bruni),24/07/2014,None,Closed,Touch up at fridge panel area,,,None,0.00
Metro West,8021405985765,Level 07 > 701 > Bedroom 1,22/07/2014,neriof,Defect,Builder,ELLCONSTRUCT (Phill),24/07/2014,None,Closed,Missing handles,,,None,0.00
Metro West,8021405985791,Level 07 > 701 > Bathroom,22/07/2014,neriof,Defect,Builder,ELLCONSTRUCT (Phill),24/07/2014,None,Closed,Touch up arch and frame,,,None,0.00
Metro West,8021405985831,Level 07 > 701 > Bathroom,22/07/2014,neriof,Defect,Builder,Easy Painting (Steve Bruni),24/07/2014,None,Closed,Bathroom door needs touch up,,,None,0.00
Metro West,8021405985857,Level 07 > 701 > Bathroom,22/07/2014,neriof,Defect,Builder,Easy Painting (Steve Bruni),24/07/2014,None,Closed,Behind toilet needs paint,,,None,0.00
